game_datetime,team_home,team_away,odds_home,odds_away,outcome
2021/11/23 10:00,Utah Jazz,Memphis Grizzlies,1.18,5.15,AWAY
2021/11/23 11:00,Sacramento Kings,Philadelphia 76ers,1.5,2.68,AWAY
2021/11/24 08:00,Detroit Pistons,Miami Heat,4.99,1.19,AWAY
2021/11/24 08:30,New York Knicks,Los Angeles Lakers,1.54,2.6,HOME
2021/11/24 11:00,Portland Trail Blazers,Denver Nuggets,1.22,4.55,HOME
2021/11/24 11:30,Los Angeles Clippers,Dallas Mavericks,1.68,2.26,AWAY
2021/11/25 08:00,Indiana Pacers,Los Angeles Lakers,1.4,3.08,AWAY
2021/11/25 08:00,Cleveland Cavaliers,Phoenix Suns,3.46,1.33,AWAY
2021/11/25 08:00,Orlando Magic,Charlotte Hornets,3.65,1.31,AWAY
2021/11/25 08:30,Boston Celtics,Brooklyn Nets,1.83,2.03,AWAY
2021/11/25 09:00,Oklahoma City Thunder,Utah Jazz,8.57,1.08,AWAY
2021/11/25 09:00,New Orleans Pelicans,Washington Wizards,2.42,1.6,HOME
2021/11/25 09:00,Minnesota Timberwolves,Miami Heat,1.94,1.9,HOME
2021/11/25 09:00,Milwaukee Bucks,Detroit Pistons,1.07,9.76,HOME
2021/11/25 09:00,Memphis Grizzlies,Toronto Raptors,1.62,2.37,AWAY
2021/11/25 09:00,Houston Rockets,Chicago Bulls,4.48,1.23,HOME
2021/11/25 09:30,San Antonio Spurs,Atlanta Hawks,2.41,1.6,AWAY
2021/11/25 11:00,Sacramento Kings,Portland Trail Blazers,2.44,1.59,HOME
2021/11/25 11:00,Golden State Warriors,Philadelphia 76ers,1.2,4.8,HOME
2021/11/27 04:30,Los Angeles Clippers,Detroit Pistons,1.14,5.97,HOME
2021/11/27 08:00,Orlando Magic,Chicago Bulls,4.43,1.23,AWAY
2021/11/27 08:00,New York Knicks,Phoenix Suns,2.42,1.6,AWAY
2021/11/27 08:00,Charlotte Hornets,Minnesota Timberwolves,1.76,2.12,HOME
2021/11/27 09:00,Oklahoma City Thunder,Washington Wizards,3.13,1.39,AWAY
2021/11/27 09:00,Memphis Grizzlies,Atlanta Hawks,1.97,1.87,AWAY
2021/11/27 09:00,Indiana Pacers,Toronto Raptors,1.5,2.7,HOME
2021/11/27 09:30,San Antonio Spurs,Boston Celtics,2.56,1.54,HOME
2021/11/27 10:00,Utah Jazz,New Orleans Pelicans,1.1,7.75,AWAY
2021/11/27 10:00,Denver Nuggets,Milwaukee Bucks,3.24,1.38,AWAY
2021/11/27 11:00,Golden State Warriors,Portland Trail Blazers,1.4,3.08,HOME
2021/11/27 11:30,Los Angeles Lakers,Sacramento Kings,1.31,3.62,AWAY
2021/11/28 07:00,Philadelphia 76ers,Minnesota Timberwolves,1.39,3.15,AWAY
2021/11/28 08:30,Brooklyn Nets,Phoenix Suns,1.8,2.08,AWAY
2021/11/28 08:30,Atlanta Hawks,New York Knicks,1.31,3.64,AWAY
2021/11/28 09:00,Houston Rockets,Charlotte Hornets,2.77,1.47,HOME
2021/11/28 09:00,Cleveland Cavaliers,Orlando Magic,1.2,4.8,HOME
2021/11/28 09:00,Chicago Bulls,Miami Heat,1.95,1.9,AWAY
2021/11/28 09:30,Dallas Mavericks,Washington Wizards,1.39,3.14,AWAY
2021/11/28 10:00,Utah Jazz,New Orleans Pelicans,1.11,7.36,HOME
2021/11/29 04:40,Los Angeles Clippers,Golden State Warriors,2.24,1.7,AWAY
2021/11/29 06:00,Indiana Pacers,Milwaukee Bucks,2.12,1.77,AWAY
2021/11/29 07:00,Toronto Raptors,Boston Celtics,2.06,1.81,AWAY
2021/11/29 07:00,Memphis Grizzlies,Sacramento Kings,1.58,2.46,HOME
2021/11/29 10:30,Los Angeles Lakers,Detroit Pistons,1.19,5.09,HOME
2021/11/30 08:00,Philadelphia 76ers,Orlando Magic,1.1,8,HOME
2021/11/30 08:30,Miami Heat,Denver Nuggets,1.66,2.3,AWAY
2021/11/30 09:00,Minnesota Timberwolves,Indiana Pacers,1.59,2.45,HOME
2021/11/30 09:00,Houston Rockets,Oklahoma City Thunder,1.72,2.19,HOME
2021/11/30 09:00,Chicago Bulls,Charlotte Hornets,1.48,2.76,HOME
2021/11/30 09:30,San Antonio Spurs,Washington Wizards,2.32,1.65,HOME
2021/11/30 09:30,Dallas Mavericks,Cleveland Cavaliers,1.37,3.23,AWAY
2021/11/30 10:00,Utah Jazz,Portland Trail Blazers,1.35,3.37,HOME
2021/11/30 11:30,Los Angeles Clippers,New Orleans Pelicans,1.34,3.43,AWAY
2021/12/1 08:30,Toronto Raptors,Memphis Grizzlies,1.69,2.25,AWAY
2021/12/1 08:30,Brooklyn Nets,New York Knicks,1.4,3.11,HOME
2021/12/1 11:00,Sacramento Kings,Los Angeles Lakers,1.92,1.97,AWAY
2021/12/1 11:00,Portland Trail Blazers,Detroit Pistons,1.29,3.83,HOME
2021/12/1 11:00,Phoenix Suns,Golden State Warriors,1.66,2.32,HOME
2021/12/2 08:00,Washington Wizards,Minnesota Timberwolves,1.61,2.41,HOME
2021/12/2 08:00,Orlando Magic,Denver Nuggets,3.81,1.29,HOME
2021/12/2 08:00,Indiana Pacers,Atlanta Hawks,1.76,2.11,AWAY
2021/12/2 08:30,Miami Heat,Cleveland Cavaliers,1.67,2.27,AWAY
2021/12/2 08:30,Boston Celtics,Philadelphia 76ers,1.68,2.28,HOME
2021/12/2 09:00,Oklahoma City Thunder,Houston Rockets,1.75,2.14,AWAY
2021/12/2 09:00,New Orleans Pelicans,Dallas Mavericks,2.49,1.57,AWAY
2021/12/2 09:00,Milwaukee Bucks,Charlotte Hornets,1.26,4.07,HOME
2021/12/2 11:30,Los Angeles Clippers,Sacramento Kings,1.41,3.06,AWAY
2021/12/3 08:30,Toronto Raptors,Milwaukee Bucks,2.36,1.69,HOME
2021/12/3 08:30,New York Knicks,Chicago Bulls,2.12,1.77,AWAY
2021/12/3 09:00,Memphis Grizzlies,Oklahoma City Thunder,1.18,5.18,HOME
2021/12/3 10:00,Phoenix Suns,Detroit Pistons,1.14,6.2,HOME
2021/12/3 11:00,Portland Trail Blazers,San Antonio Spurs,1.5,2.7,AWAY
2021/12/4 08:00,Washington Wizards,Cleveland Cavaliers,1.69,2.25,AWAY
2021/12/4 08:00,Indiana Pacers,Miami Heat,1.46,2.83,AWAY
2021/12/4 08:30,Brooklyn Nets,Minnesota Timberwolves,1.24,4.26,HOME
2021/12/4 08:30,Atlanta Hawks,Philadelphia 76ers,1.71,2.21,AWAY
2021/12/4 09:00,Houston Rockets,Orlando Magic,1.66,2.29,HOME
2021/12/4 09:30,Dallas Mavericks,New Orleans Pelicans,1.34,3.42,AWAY
2021/12/4 10:00,Utah Jazz,Boston Celtics,1.28,3.86,HOME
2021/12/4 11:00,Los Angeles Lakers,Los Angeles Clippers,1.73,2.18,AWAY
2021/12/4 11:00,Golden State Warriors,Phoenix Suns,1.34,3.4,HOME
2021/12/5 02:00,New York Knicks,Denver Nuggets,1.73,2.16,AWAY
2021/12/5 09:00,Milwaukee Bucks,Miami Heat,1.4,3.08,HOME
2021/12/5 09:00,Brooklyn Nets,Chicago Bulls,1.71,2.21,AWAY
2021/12/5 09:30,Golden State Warriors,San Antonio Spurs,1.23,4.46,AWAY
2021/12/5 09:30,Dallas Mavericks,Memphis Grizzlies,1.96,1.89,AWAY
2021/12/5 11:00,Sacramento Kings,Los Angeles Clippers,2.09,1.79,HOME
2021/12/5 11:00,Portland Trail Blazers,Boston Celtics,1.87,1.98,AWAY
2021/12/6 04:30,Cleveland Cavaliers,Utah Jazz,2.77,1.48,AWAY
2021/12/6 07:00,Toronto Raptors,Washington Wizards,1.85,2,HOME
2021/12/6 07:00,Atlanta Hawks,Charlotte Hornets,1.32,3.55,AWAY
2021/12/6 08:00,Houston Rockets,New Orleans Pelicans,2.24,1.68,HOME
2021/12/7 08:00,Indiana Pacers,Washington Wizards,1.44,2.9,HOME
2021/12/7 08:00,Detroit Pistons,Oklahoma City Thunder,1.67,2.29,AWAY
2021/12/7 08:00,Charlotte Hornets,Philadelphia 76ers,3.62,1.31,AWAY
2021/12/7 08:30,Miami Heat,Memphis Grizzlies,1.44,2.89,AWAY
2021/12/7 09:00,Minnesota Timberwolves,Atlanta Hawks,1.79,2.07,AWAY
2021/12/7 09:00,Milwaukee Bucks,Cleveland Cavaliers,1.27,4.04,HOME
2021/12/7 09:00,Chicago Bulls,Denver Nuggets,1.77,2.11,HOME
2021/12/7 10:00,Phoenix Suns,San Antonio Spurs,1.33,3.47,HOME
2021/12/7 11:00,Portland Trail Blazers,Los Angeles Clippers,2.61,1.53,AWAY
2021/12/7 11:00,Golden State Warriors,Orlando Magic,1.06,10.93,HOME
2021/12/8 08:30,Dallas Mavericks,Brooklyn Nets,2.07,1.82,AWAY
2021/12/8 09:30,San Antonio Spurs,New York Knicks,2.07,1.81,AWAY
2021/12/8 11:00,Los Angeles Lakers,Boston Celtics,1.7,2.23,HOME
2021/12/9 08:00,Indiana Pacers,New York Knicks,1.51,2.67,HOME
2021/12/9 08:00,Detroit Pistons,Washington Wizards,2.76,1.48,AWAY
2021/12/9 08:00,Cleveland Cavaliers,Chicago Bulls,1.63,2.36,HOME
2021/12/9 08:00,Charlotte Hornets,Philadelphia 76ers,3.1,1.4,AWAY
2021/12/9 08:30,Toronto Raptors,Oklahoma City Thunder,1.3,3.72,AWAY
2021/12/9 08:30,Miami Heat,Milwaukee Bucks,3.24,1.38,HOME
2021/12/9 09:00,New Orleans Pelicans,Denver Nuggets,2.13,1.76,AWAY
2021/12/9 09:00,Minnesota Timberwolves,Utah Jazz,3.23,1.37,AWAY
2021/12/9 09:00,Memphis Grizzlies,Dallas Mavericks,1.83,2.03,AWAY
2021/12/9 09:00,Houston Rockets,Brooklyn Nets,2.44,1.6,HOME
2021/12/9 11:00,Sacramento Kings,Orlando Magic,1.33,3.49,HOME
2021/12/9 11:00,Golden State Warriors,Portland Trail Blazers,1.07,10.06,HOME
2021/12/9 11:30,Los Angeles Clippers,Boston Celtics,1.82,2.07,HOME
2021/12/10 08:00,Philadelphia 76ers,Utah Jazz,2.24,1.7,AWAY
2021/12/10 09:00,Memphis Grizzlies,Los Angeles Lakers,2.48,1.58,HOME
2021/12/10 09:30,San Antonio Spurs,Denver Nuggets,1.75,2.14,HOME
2021/12/11 08:00,Indiana Pacers,Dallas Mavericks,1.77,2.11,HOME
2021/12/11 08:00,Charlotte Hornets,Sacramento Kings,2.05,1.82,HOME
2021/12/11 08:30,Toronto Raptors,New York Knicks,1.81,2.06,HOME
2021/12/11 08:30,Atlanta Hawks,Brooklyn Nets,1.79,2.1,AWAY
2021/12/11 09:00,Oklahoma City Thunder,Los Angeles Lakers,2.41,1.6,AWAY
2021/12/11 09:00,New Orleans Pelicans,Detroit Pistons,1.4,3.08,HOME
2021/12/11 09:00,Minnesota Timberwolves,Cleveland Cavaliers,2.08,1.79,AWAY
2021/12/11 09:00,Houston Rockets,Milwaukee Bucks,4.44,1.23,AWAY
2021/12/11 11:00,Phoenix Suns,Boston Celtics,1.65,2.34,HOME
2021/12/12 04:30,Los Angeles Clippers,Orlando Magic,1.27,3.95,HOME
2021/12/12 08:05,Washington Wizards,Utah Jazz,3.28,1.36,AWAY
2021/12/12 09:00,Miami Heat,Chicago Bulls,2.07,1.8,HOME
2021/12/12 09:00,Memphis Grizzlies,Houston Rockets,1.29,3.82,HOME
2021/12/12 09:00,Cleveland Cavaliers,Sacramento Kings,1.4,3.1,HOME
2021/12/12 09:30,San Antonio Spurs,Denver Nuggets,1.91,1.93,AWAY
2021/12/12 09:30,Philadelphia 76ers,Golden State Warriors,2.32,1.66,HOME
2021/12/13 01:00,New York Knicks,Milwaukee Bucks,3.01,1.42,AWAY
2021/12/13 07:00,Detroit Pistons,Brooklyn Nets,3.53,1.32,AWAY
2021/12/13 08:00,San Antonio Spurs,New Orleans Pelicans,1.78,2.1,HOME
2021/12/13 08:00,Oklahoma City Thunder,Dallas Mavericks,2.5,1.57,AWAY
2021/12/13 10:00,Portland Trail Blazers,Minnesota Timberwolves,1.68,2.26,AWAY
2021/12/13 10:30,Los Angeles Lakers,Orlando Magic,1.21,4.69,HOME
2021/12/14 08:00,Toronto Raptors,Sacramento Kings,1.54,2.59,HOME
2021/12/14 08:00,Indiana Pacers,Golden State Warriors,2.49,1.58,AWAY
2021/12/14 08:00,Cleveland Cavaliers,Miami Heat,1.48,2.77,HOME
2021/12/14 08:30,Boston Celtics,Milwaukee Bucks,1.95,1.91,HOME
2021/12/14 08:30,Atlanta Hawks,Houston Rockets,1.18,5.19,AWAY
2021/12/14 09:00,Memphis Grizzlies,Philadelphia 76ers,2.15,1.75,HOME
2021/12/14 09:30,Dallas Mavericks,Charlotte Hornets,1.7,2.22,HOME
2021/12/14 10:00,Denver Nuggets,Washington Wizards,1.61,2.4,HOME
2021/12/14 11:30,Los Angeles Clippers,Phoenix Suns,2.37,1.63,HOME
2021/12/15 08:30,New York Knicks,Golden State Warriors,2.94,1.43,AWAY
2021/12/15 08:30,Brooklyn Nets,Toronto Raptors,1.61,2.4,HOME
2021/12/15 11:00,Portland Trail Blazers,Phoenix Suns,1.98,1.88,AWAY
2021/12/16 08:00,Philadelphia 76ers,Miami Heat,1.31,3.64,AWAY
2021/12/16 08:00,Orlando Magic,Atlanta Hawks,3.55,1.32,AWAY
2021/12/16 08:00,Cleveland Cavaliers,Houston Rockets,1.23,4.41,HOME
2021/12/16 08:30,Dallas Mavericks,Los Angeles Lakers,2.29,1.67,AWAY
2021/12/16 09:00,Oklahoma City Thunder,New Orleans Pelicans,2.59,1.53,AWAY
2021/12/16 09:00,Milwaukee Bucks,Indiana Pacers,2.28,1.67,HOME
2021/12/16 09:30,San Antonio Spurs,Charlotte Hornets,1.64,2.32,AWAY
2021/12/16 10:00,Denver Nuggets,Minnesota Timberwolves,1.55,2.54,AWAY
2021/12/16 11:00,Utah Jazz,Los Angeles Clippers,1.14,6.05,HOME
2021/12/16 11:00,Sacramento Kings,Washington Wizards,2.09,1.79,HOME
2021/12/16 11:00,Portland Trail Blazers,Memphis Grizzlies,2.07,1.8,AWAY
2021/12/17 08:00,Indiana Pacers,Detroit Pistons,1.19,5.04,HOME
2021/12/17 08:30,Brooklyn Nets,Philadelphia 76ers,2.17,1.74,HOME
2021/12/17 09:00,Houston Rockets,New York Knicks,2.86,1.45,AWAY
2021/12/17 10:00,Phoenix Suns,Washington Wizards,1.24,4.26,HOME
2021/12/18 08:00,Orlando Magic,Miami Heat,4.2,1.25,AWAY
2021/12/18 08:30,Boston Celtics,Golden State Warriors,2.56,1.56,AWAY
2021/12/18 08:30,Atlanta Hawks,Denver Nuggets,1.63,2.37,AWAY
2021/12/18 09:00,New Orleans Pelicans,Milwaukee Bucks,1.83,2.03,HOME
2021/12/18 10:00,Utah Jazz,San Antonio Spurs,1.14,6.19,AWAY
2021/12/18 11:00,Sacramento Kings,Memphis Grizzlies,3.17,1.39,AWAY
2021/12/18 11:00,Portland Trail Blazers,Charlotte Hornets,1.8,2.07,HOME
2021/12/18 11:00,Minnesota Timberwolves,Los Angeles Lakers,1.97,1.89,HOME
2021/12/19 01:00,Detroit Pistons,Houston Rockets,1.94,1.91,AWAY
2021/12/19 08:00,Boston Celtics,New York Knicks,1.44,2.93,HOME
2021/12/19 08:30,Toronto Raptors,Golden State Warriors,1.29,3.76,HOME
2021/12/19 08:30,Brooklyn Nets,Orlando Magic,1.48,2.77,AWAY
2021/12/19 09:00,Oklahoma City Thunder,Los Angeles Clippers,2.58,1.54,HOME
2021/12/19 10:00,Utah Jazz,Washington Wizards,1.22,4.57,AWAY
2021/12/19 10:00,Milwaukee Bucks,Cleveland Cavaliers,2.7,1.5,AWAY
2021/12/20 07:00,Sacramento Kings,San Antonio Spurs,2.65,1.51,HOME
2021/12/20 07:00,Memphis Grizzlies,Portland Trail Blazers,1.55,2.54,AWAY
2021/12/20 07:00,Detroit Pistons,Miami Heat,3.32,1.35,HOME
2021/12/20 09:00,Phoenix Suns,Charlotte Hornets,1.26,4.11,HOME
2021/12/20 09:00,Minnesota Timberwolves,Dallas Mavericks,1.61,2.4,HOME
2021/12/20 09:00,Chicago Bulls,Los Angeles Lakers,1.35,3.4,HOME
2021/12/21 08:30,Boston Celtics,Philadelphia 76ers,1.62,2.4,AWAY
2021/12/21 09:00,Memphis Grizzlies,Oklahoma City Thunder,1.25,4.24,AWAY
2021/12/21 09:00,Chicago Bulls,Houston Rockets,1.34,3.45,HOME
2021/12/21 10:00,Utah Jazz,Charlotte Hornets,1.11,7.03,HOME
2021/12/21 11:00,Golden State Warriors,Sacramento Kings,1.1,7.51,HOME
2021/12/21 11:30,Los Angeles Clippers,San Antonio Spurs,1.4,3.09,AWAY
2021/12/22 08:30,New York Knicks,Detroit Pistons,1.33,3.5,HOME
2021/12/22 08:30,Miami Heat,Indiana Pacers,2.15,1.74,HOME
2021/12/22 09:00,New Orleans Pelicans,Portland Trail Blazers,1.82,2.05,HOME
2021/12/22 09:30,Dallas Mavericks,Minnesota Timberwolves,2.15,1.74,HOME
2021/12/22 11:00,Los Angeles Lakers,Phoenix Suns,3.4,1.35,AWAY
2021/12/23 08:30,Boston Celtics,Cleveland Cavaliers,1.39,3.12,HOME
2021/12/23 08:30,Atlanta Hawks,Orlando Magic,1.32,3.51,AWAY
2021/12/23 09:00,Oklahoma City Thunder,Denver Nuggets,3.2,1.37,HOME
2021/12/23 09:00,Milwaukee Bucks,Houston Rockets,1.24,4.31,HOME
2021/12/23 11:00,Sacramento Kings,Los Angeles Clippers,2.56,1.55,AWAY
2021/12/24 08:00,Philadelphia 76ers,Atlanta Hawks,1.15,5.83,AWAY
2021/12/24 08:00,Orlando Magic,New Orleans Pelicans,2.66,1.52,AWAY
2021/12/24 08:00,Indiana Pacers,Houston Rockets,1.37,3.25,HOME
2021/12/24 08:30,New York Knicks,Washington Wizards,1.72,2.19,AWAY
2021/12/24 08:30,Miami Heat,Detroit Pistons,1.12,6.67,HOME
2021/12/24 09:30,Dallas Mavericks,Milwaukee Bucks,2.46,1.59,AWAY
2021/12/24 10:00,Utah Jazz,Minnesota Timberwolves,1.07,9.59,HOME
2021/12/24 10:00,Phoenix Suns,Oklahoma City Thunder,1.07,9.5,HOME
2021/12/24 10:00,Denver Nuggets,Charlotte Hornets,1.74,2.16,AWAY
2021/12/24 11:00,Golden State Warriors,Memphis Grizzlies,1.46,2.82,HOME
2021/12/24 11:30,Los Angeles Lakers,San Antonio Spurs,1.84,2.02,AWAY
2021/12/26 01:00,New York Knicks,Atlanta Hawks,1.41,3.05,HOME
2021/12/26 03:30,Milwaukee Bucks,Boston Celtics,1.32,3.56,HOME
2021/12/26 06:00,Phoenix Suns,Golden State Warriors,1.42,3.01,AWAY
2021/12/26 09:00,Los Angeles Lakers,Brooklyn Nets,1.72,2.19,AWAY
2021/12/26 11:30,Utah Jazz,Dallas Mavericks,1.1,7.74,HOME
2021/12/27 04:30,Miami Heat,Orlando Magic,1.17,5.33,HOME
2021/12/27 07:00,Washington Wizards,Philadelphia 76ers,2.47,1.59,AWAY
2021/12/27 07:00,Sacramento Kings,Memphis Grizzlies,2.23,1.7,AWAY
2021/12/27 07:00,Cleveland Cavaliers,Toronto Raptors,1.26,4.11,HOME
2021/12/27 08:00,San Antonio Spurs,Detroit Pistons,1.2,4.81,HOME
2021/12/27 08:00,Oklahoma City Thunder,New Orleans Pelicans,2.07,1.8,HOME
2021/12/27 09:00,Chicago Bulls,Indiana Pacers,1.56,2.54,HOME
2021/12/27 10:00,Los Angeles Clippers,Denver Nuggets,2.39,1.63,AWAY
2021/12/28 08:00,Charlotte Hornets,Houston Rockets,1.29,3.78,HOME
2021/12/28 08:30,Atlanta Hawks,Chicago Bulls,2.38,1.63,AWAY
2021/12/28 09:00,Minnesota Timberwolves,Boston Celtics,2.7,1.5,HOME
2021/12/28 09:30,San Antonio Spurs,Utah Jazz,3.3,1.36,AWAY
2021/12/28 10:00,Phoenix Suns,Memphis Grizzlies,1.3,3.68,AWAY
2021/12/28 11:00,Portland Trail Blazers,Dallas Mavericks,1.67,2.28,AWAY
2021/12/28 11:30,Los Angeles Clippers,Brooklyn Nets,2.4,1.61,AWAY
2021/12/29 08:00,Orlando Magic,Milwaukee Bucks,9.41,1.07,AWAY
2021/12/29 08:30,Toronto Raptors,Philadelphia 76ers,3.01,1.42,AWAY
2021/12/29 08:30,Miami Heat,Washington Wizards,1.31,3.62,HOME
2021/12/29 09:00,New Orleans Pelicans,Cleveland Cavaliers,2.67,1.51,HOME
2021/12/29 09:00,Minnesota Timberwolves,New York Knicks,2.72,1.49,AWAY
2021/12/29 09:00,Houston Rockets,Los Angeles Lakers,2.92,1.44,AWAY
2021/12/29 11:00,Sacramento Kings,Oklahoma City Thunder,1.45,2.88,HOME
2021/12/29 11:00,Golden State Warriors,Denver Nuggets,1.28,3.86,AWAY
2021/12/30 08:00,Indiana Pacers,Charlotte Hornets,1.61,2.4,AWAY
2021/12/30 08:00,Detroit Pistons,New York Knicks,3.94,1.27,AWAY
2021/12/30 08:30,Boston Celtics,Los Angeles Clippers,1.44,2.96,AWAY
2021/12/30 09:00,Memphis Grizzlies,Los Angeles Lakers,1.44,2.9,HOME
2021/12/30 09:00,Chicago Bulls,Atlanta Hawks,1.28,3.83,HOME
2021/12/30 10:00,Phoenix Suns,Oklahoma City Thunder,1.05,10.81,HOME
2021/12/30 11:00,Portland Trail Blazers,Utah Jazz,3.66,1.31,AWAY
2021/12/30 11:30,Sacramento Kings,Dallas Mavericks,1.94,1.9,HOME
2021/12/31 08:00,Washington Wizards,Cleveland Cavaliers,1.57,2.49,HOME
2021/12/31 08:00,Orlando Magic,Milwaukee Bucks,8.88,1.08,AWAY
2021/12/31 08:00,Brooklyn Nets,Philadelphia 76ers,1.49,2.73,AWAY
2022/1/1 02:00,Boston Celtics,Phoenix Suns,2.38,1.63,HOME
2022/1/1 04:00,Indiana Pacers,Chicago Bulls,2.39,1.62,AWAY
2022/1/1 07:00,Sacramento Kings,Dallas Mavericks,1.97,1.88,AWAY
2022/1/1 08:00,Houston Rockets,Miami Heat,2.76,1.48,AWAY
2022/1/1 08:30,Toronto Raptors,Los Angeles Clippers,1.38,3.19,HOME
2022/1/1 08:30,Cleveland Cavaliers,Atlanta Hawks,1.8,2.07,AWAY
2022/1/1 09:00,Oklahoma City Thunder,New York Knicks,2.24,1.69,HOME
2022/1/1 09:00,Memphis Grizzlies,San Antonio Spurs,1.46,2.82,HOME
2022/1/1 10:00,Utah Jazz,Minnesota Timberwolves,1.12,6.93,HOME
2022/1/1 11:30,Los Angeles Lakers,Portland Trail Blazers,1.42,3.01,HOME
2022/1/2 07:30,Milwaukee Bucks,New Orleans Pelicans,1.12,6.97,HOME
2022/1/2 08:00,Washington Wizards,Chicago Bulls,2.11,1.77,AWAY
2022/1/2 08:00,Detroit Pistons,San Antonio Spurs,3.17,1.38,HOME
2022/1/2 08:30,Brooklyn Nets,Los Angeles Clippers,1.09,8.38,AWAY
2022/1/2 09:00,Houston Rockets,Denver Nuggets,3.62,1.32,AWAY
2022/1/2 10:00,Utah Jazz,Golden State Warriors,1.51,2.68,AWAY
2022/1/3 04:30,Toronto Raptors,New York Knicks,1.28,3.95,HOME
2022/1/3 07:00,Sacramento Kings,Miami Heat,2.38,1.62,HOME
2022/1/3 07:00,Cleveland Cavaliers,Indiana Pacers,1.56,2.53,HOME
2022/1/3 07:00,Boston Celtics,Orlando Magic,1.18,5.17,HOME
2022/1/3 08:00,Oklahoma City Thunder,Dallas Mavericks,4.98,1.19,AWAY
2022/1/3 08:00,Charlotte Hornets,Phoenix Suns,2.09,1.79,AWAY
2022/1/3 10:30,Los Angeles Lakers,Minnesota Timberwolves,1.32,3.57,HOME
2022/1/4 08:00,Washington Wizards,Charlotte Hornets,1.79,2.08,HOME
2022/1/4 08:00,Philadelphia 76ers,Houston Rockets,1.1,7.64,HOME
2022/1/4 08:30,Brooklyn Nets,Memphis Grizzlies,1.4,3.09,AWAY
2022/1/4 09:00,New Orleans Pelicans,Utah Jazz,4.38,1.23,AWAY
2022/1/4 09:00,Milwaukee Bucks,Detroit Pistons,1.05,11.52,AWAY
2022/1/4 09:00,Chicago Bulls,Orlando Magic,1.09,8.19,HOME
2022/1/4 09:30,Dallas Mavericks,Denver Nuggets,1.69,2.26,HOME
2022/1/4 11:00,Portland Trail Blazers,Atlanta Hawks,2.5,1.57,HOME
2022/1/4 11:00,Golden State Warriors,Miami Heat,1.19,5.13,HOME
2022/1/4 11:30,Los Angeles Clippers,Minnesota Timberwolves,1.63,2.37,AWAY
2022/1/5 08:00,Toronto Raptors,San Antonio Spurs,1.37,3.24,HOME
2022/1/5 08:00,Cleveland Cavaliers,Memphis Grizzlies,1.65,2.31,AWAY
2022/1/5 08:30,New York Knicks,Indiana Pacers,1.63,2.37,HOME
2022/1/5 09:00,New Orleans Pelicans,Phoenix Suns,3.26,1.36,AWAY
2022/1/5 11:30,Los Angeles Lakers,Sacramento Kings,1.41,3.08,HOME
2022/1/6 08:00,Washington Wizards,Houston Rockets,1.32,3.54,AWAY
2022/1/6 08:00,Orlando Magic,Philadelphia 76ers,4.13,1.26,AWAY
2022/1/6 08:00,Charlotte Hornets,Detroit Pistons,1.18,5.14,HOME
2022/1/6 08:30,Indiana Pacers,Brooklyn Nets,4.07,1.26,AWAY
2022/1/6 08:30,Dallas Mavericks,Golden State Warriors,2.59,1.55,HOME
2022/1/6 08:30,Boston Celtics,San Antonio Spurs,1.31,3.6,AWAY
2022/1/6 09:00,Minnesota Timberwolves,Oklahoma City Thunder,1.24,4.32,HOME
2022/1/6 09:00,Milwaukee Bucks,Toronto Raptors,1.75,2.14,AWAY
2022/1/6 11:00,Sacramento Kings,Atlanta Hawks,1.84,2,AWAY
2022/1/6 11:00,Portland Trail Blazers,Miami Heat,2.17,1.74,AWAY
2022/1/6 11:00,Denver Nuggets,Utah Jazz,1.91,1.95,AWAY
2022/1/7 08:30,New York Knicks,Boston Celtics,2.16,1.75,HOME
2022/1/7 09:00,New Orleans Pelicans,Golden State Warriors,1.85,2.01,HOME
2022/1/7 09:00,Memphis Grizzlies,Detroit Pistons,1.1,7.9,HOME
2022/1/7 11:00,Phoenix Suns,Los Angeles Clippers,1.17,5.41,HOME
2022/1/8 08:00,Philadelphia 76ers,San Antonio Spurs,1.28,3.92,HOME
2022/1/8 08:30,Toronto Raptors,Utah Jazz,1.11,7.53,HOME
2022/1/8 08:30,Brooklyn Nets,Milwaukee Bucks,1.54,2.6,AWAY
2022/1/8 09:00,Oklahoma City Thunder,Minnesota Timberwolves,2.68,1.5,AWAY
2022/1/8 09:00,Houston Rockets,Dallas Mavericks,2.28,1.67,AWAY
2022/1/8 09:00,Chicago Bulls,Washington Wizards,1.45,2.86,HOME
2022/1/8 10:00,Denver Nuggets,Sacramento Kings,1.3,3.7,HOME
2022/1/8 11:00,Portland Trail Blazers,Cleveland Cavaliers,2.96,1.42,AWAY
2022/1/8 11:00,Los Angeles Lakers,Atlanta Hawks,1.82,2.05,HOME
2022/1/9 04:30,Los Angeles Clippers,Memphis Grizzlies,2.11,1.77,AWAY
2022/1/9 08:00,Indiana Pacers,Utah Jazz,2.65,1.51,HOME
2022/1/9 08:00,Detroit Pistons,Orlando Magic,1.84,2.02,HOME
2022/1/9 08:00,Charlotte Hornets,Milwaukee Bucks,1.84,2.02,HOME
2022/1/9 08:30,Boston Celtics,New York Knicks,1.31,3.64,HOME
2022/1/9 10:00,Phoenix Suns,Miami Heat,1.21,4.7,AWAY
2022/1/10 01:00,Brooklyn Nets,San Antonio Spurs,1.2,4.87,HOME
2022/1/10 04:30,Los Angeles Clippers,Atlanta Hawks,2.5,1.57,HOME
